user_id,age,income,subscription_status
376,55,$8330.47,false
377,49,$8128.22,true
378,52,$10240.51,true
379,27,$4148.26,true
380,63,$7000.91,false
381,69,$10009.07,false
382,50,$8294.64,true
383,57,$5748.66,true
384,54,$4127.64,false
385,45,$13246.58,true
386,66,$12839.89,true
387,27,$4152.77,true
388,30,$1785.08,false
389,25,$6522.30,true
390,68,$2305.60,true
391,44,$10500.09,false
392,64,$13325.00,false
393,62,$11448.26,true
394,20,$12725.77,true
395,36,$4019.52,true
396,58,$3866.91,false
397,67,$11336.99,false
398,19,$3662.06,false
399,40,$2905.69,false
400,70,$6032.03,false
401,69,$9169.61,true
402,42,$12417.29,true
403,43,$13244.41,true
404,61,$6447.75,false
405,63,$10304.81,true
406,32,$10207.24,true
407,36,$2171.30,false
408,58,$12127.55,false
409,32,$7760.67,true
410,32,$3597.51,true
411,42,$13513.77,true
412,24,$3957.52,false
413,70,$7347.87,true
414,38,$8788.26,false
415,27,$9877.46,false
416,19,$4368.01,true
417,36,$4938.14,true
418,57,$8411.94,false
419,42,$1814.17,false
420,66,$10546.94,false
421,61,$8739.77,false
422,34,$3664.51,false
423,39,$3299.93,false
424,39,$1757.65,true
425,52,$8920.18,false
426,40,$5697.89,true
427,40,$3361.68,true
428,47,$12202.74,false
429,25,$12850.48,true
430,18,$8336.52,true
431,57,$10827.15,true
432,40,$6473.06,true
433,18,$8078.01,false
434,25,$13625.93,false
435,19,$3452.17,false
436,41,$8442.69,true
437,52,$10411.79,false
438,58,$10369.05,true
439,31,$9323.49,false
440,23,$14910.72,true
441,60,$4735.43,false
442,63,$6987.48,true
443,64,$10279.74,true
444,32,$9550.27,true
445,55,$14019.87,true
446,31,$3787.89,false
447,55,$6363.56,false
448,34,$11256.36,false
449,20,$10294.13,true
450,45,$6355.28,true
451,56,$4219.57,true
452,63,$5913.57,true
453,18,$12960.07,true
454,46,$9580.67,false
455,69,$12404.25,false
456,24,$6674.17,true
457,60,$6627.60,true
458,35,$3618.67,false
459,56,$14786.96,false
460,28,$6291.15,false
461,45,$3976.08,false
462,59,$9984.97,true
463,32,$10854.53,false
464,28,$12172.23,true
465,61,$11662.34,false
466,51,$5979.58,true
467,47,$6698.40,false
468,68,$3437.59,true
469,43,$9880.04,false
470,56,$8326.26,false
471,65,$8956.29,true
472,62,$1678.11,true
473,50,$9285.12,true
474,64,$13940.44,true
475,35,$13138.28,false
476,43,$8443.68,false
477,37,$12419.27,true
478,68,$7179.39,true
479,51,$6913.81,true
480,40,$2423.73,false
481,27,$7157.08,true
482,20,$8068.14,true
483,35,$4148.29,false
484,70,$9662.98,false
485,36,$1865.54,false
486,22,$12575.66,false
487,41,$11054.23,false
488,55,$11555.78,true
489,31,$8544.24,true
490,22,$7681.14,true
491,47,$12397.42,false
492,60,$4940.13,false
493,23,$12181.70,true
494,33,$5502.50,true
495,49,$4418.25,false
496,32,$4099.19,false
497,20,$7860.89,false
498,29,$2954.88,true
499,18,$3863.86,false
500,42,$10400.29,true
501,29,$7541.54,true
502,51,$13216.15,true
503,56,$10175.03,false
504,19,$4321.43,false
505,59,$3061.38,true
506,33,$5522.39,true
507,62,$6961.67,true
508,65,$3152.57,false
509,63,$4432.35,false
510,25,$7273.37,true
511,30,$6755.62,true
512,54,$1938.44,false
513,30,$2616.28,true
514,50,$6735.92,true
515,44,$7139.25,true
516,64,$5482.00,false
517,18,$4857.85,false
518,58,$5965.66,true
519,65,$6476.90,false
520,63,$8018.06,true
521,57,$4440.52,false
522,60,$4341.76,false
523,41,$13040.68,true
524,66,$14683.87,false
525,63,$4835.61,false
526,48,$12275.47,false
527,40,$13959.59,true
528,66,$11788.19,true
529,26,$7749.23,true
530,68,$11769.03,false
531,30,$12243.03,false
532,43,$10748.72,true
533,18,$7140.29,false
534,55,$6880.81,false
535,66,$7276.36,false
536,42,$12465.15,true
537,34,$3033.12,false
538,49,$9222.13,false
539,70,$6802.41,false
540,63,$9911.95,true
541,39,$3809.06,false
542,23,$3973.13,true
543,46,$8596.67,true
544,36,$2727.82,true
545,27,$8007.33,true
546,22,$13524.41,false
547,47,$6574.77,false
548,43,$14404.12,true
549,34,$7692.71,true
550,51,$8430.77,true
551,39,$14337.88,true
552,45,$14936.68,true
553,66,$7006.55,true
554,53,$11314.11,false
555,28,$13784.99,false
556,28,$7647.56,true
557,43,$3869.35,false
558,61,$12388.77,false
559,21,$14825.07,true
560,47,$1580.25,false
561,48,$2457.81,true
562,60,$8771.75,true
563,52,$1801.25,false
564,56,$2843.83,false
565,66,$4347.97,true
566,61,$5451.59,true
567,22,$13113.91,true
568,55,$14218.98,true
569,64,$14085.81,true
570,67,$14261.83,false
571,61,$11949.81,false
572,34,$3144.48,true
573,45,$12929.79,true
574,47,$4117.20,true
575,49,$9131.01,false
576,61,$9433.04,false
577,20,$5372.70,false
578,45,$6285.36,false
579,64,$8748.95,false
580,68,$14133.46,false
581,55,$11458.77,true
582,29,$9774.96,false
583,62,$8220.19,false
584,18,$13178.82,false
585,18,$14854.93,true
586,30,$11222.88,false
587,50,$6798.66,true
588,40,$12444.64,false
589,57,$7254.23,false
590,63,$11460.77,true
591,53,$13235.16,true
592,66,$10750.16,false
593,24,$14985.92,true
594,39,$2366.83,true
595,58,$2316.44,true
596,32,$9227.58,true
597,70,$2417.79,true
598,68,$6530.79,false
599,29,$13311.16,true
600,70,$9736.72,false
601,70,$10610.97,false
602,52,$1630.34,true
603,42,$2371.14,false
604,70,$14534.05,true
605,29,$4208.05,false
606,32,$1768.60,false
607,66,$6974.13,true
608,70,$14039.30,true
609,39,$9938.69,true
610,18,$12542.31,false
611,20,$3237.61,true
612,36,$5660.10,true
613,59,$7085.87,false
614,20,$4632.46,true
615,70,$9764.60,true
616,24,$7690.99,false
617,67,$13884.36,false
618,53,$2331.51,true
619,19,$12177.14,false
620,22,$7946.07,false
621,45,$9293.49,false
622,20,$8124.37,true
623,28,$10890.11,false
624,28,$2058.76,false
625,55,$13353.31,false
626,63,$8979.15,false
627,68,$9930.50,false
628,39,$7832.60,true
629,34,$3048.95,false
630,27,$10513.90,true
631,40,$1536.74,false
632,42,$8241.43,true
633,41,$1679.97,false
634,42,$12585.43,false
635,20,$7904.31,false
636,21,$4588.88,true
637,70,$2339.39,false
638,20,$2826.14,false
639,39,$5560.41,false
640,46,$12503.18,false
641,66,$6355.11,false
642,54,$13779.81,false
643,25,$7011.74,false
644,59,$6172.27,false
645,57,$14271.92,false
646,35,$3043.56,true
647,45,$11282.34,false
648,47,$4401.08,true
649,33,$11440.19,true
650,52,$11734.80,false
651,51,$8255.00,false
652,28,$4223.20,false
653,70,$2969.86,true
654,66,$3755.31,true
655,33,$8446.69,true
656,28,$11251.64,true
657,29,$4712.43,true
658,29,$8461.53,true
659,57,$6815.86,true
660,24,$10198.53,true
661,64,$3138.35,false
662,39,$3223.33,false
663,39,$4332.96,true
664,27,$4782.32,false
665,32,$4806.91,true
666,61,$2425.00,true
667,56,$14725.90,false
668,26,$2839.86,false
669,38,$8374.87,false
670,27,$9758.94,true
671,22,$10491.17,false
672,42,$11881.09,true
673,34,$9778.73,false
674,42,$7135.33,false
675,29,$12530.81,true
676,28,$12292.87,true
677,66,$1985.12,false
678,28,$14902.09,false
679,41,$12283.76,false
680,28,$4079.85,false
681,40,$4530.33,false
682,30,$4877.91,false
683,62,$8504.25,false
684,37,$3732.72,true
685,61,$3525.63,false
686,33,$10124.26,false
687,29,$4051.37,true
688,36,$13146.57,false
689,47,$8676.28,false
690,55,$1839.12,false
691,24,$4438.84,true
692,70,$3872.92,true
693,43,$6954.22,false
694,20,$1504.73,false
695,43,$5340.19,false
696,41,$6398.13,true
697,42,$6214.35,false
698,52,$4781.33,true
699,37,$9717.37,true
700,60,$8994.61,false
701,18,$14630.09,true
702,19,$8748.09,true
703,32,$7804.52,true
704,27,$3578.84,true
705,61,$1637.67,false
706,45,$5880.52,true
707,69,$2052.44,true
708,23,$4313.43,true
709,68,$6554.97,true
710,18,$12283.52,false
711,63,$9070.40,true
712,26,$9308.81,false
713,65,$8225.11,true
714,42,$3774.54,true
715,38,$11406.59,false
716,59,$3022.52,true
717,42,$8476.76,false
718,34,$9289.83,true
719,49,$4033.13,false
720,54,$12472.34,false
721,38,$6077.00,true
722,43,$9797.71,false
723,51,$6786.11,false
724,26,$8769.31,true
725,33,$11120.35,false
726,60,$5667.03,true
727,67,$12936.57,false
728,28,$14209.59,false
729,68,$9510.55,true
730,32,$14087.68,true
731,27,$12543.08,true
732,23,$2571.57,false
733,23,$7297.08,false
734,43,$8852.85,false
735,28,$9116.71,true
736,29,$8212.31,false
737,47,$12998.07,false
738,70,$1779.02,false
739,42,$11359.63,false
740,33,$9402.39,true
741,52,$5298.70,true
742,62,$7689.09,false
743,40,$6739.75,true
744,70,$12136.10,true
745,45,$6266.62,true
746,45,$1800.74,true
747,22,$13755.64,true
748,27,$4677.13,false
749,29,$1937.59,true
750,19,$2400.11,false
751,19,$1670.94,false
752,68,$7957.94,false
753,25,$10303.78,true
754,54,$9032.15,true
755,42,$9006.94,true
756,29,$13537.64,true
757,70,$1571.49,true
758,41,$14697.13,false
759,62,$10067.14,true
760,51,$9292.97,false
761,68,$14232.55,true
762,18,$3634.08,true
763,21,$7947.93,true
764,18,$14707.77,true
765,29,$7404.09,false
766,47,$4174.82,true
767,70,$4677.36,true
768,18,$8777.69,true
769,31,$5940.51,false
770,61,$9644.05,true
771,34,$13648.16,false
772,37,$5302.68,false
773,30,$3913.14,false
774,63,$3129.18,false
775,50,$7264.69,true
776,49,$11314.31,true
777,44,$6054.10,true
778,55,$7168.10,false
779,26,$8516.73,true
780,58,$7903.06,true
781,53,$11363.97,false
782,31,$4634.43,false
783,55,$1835.03,false
784,30,$10237.17,false
785,44,$5167.78,true
786,31,$3174.78,true
787,56,$13657.07,true
788,26,$9950.54,true
789,41,$4061.23,true
790,20,$8060.46,false
791,39,$2726.67,false
792,27,$8307.20,true
793,57,$14341.96,true
794,25,$7053.05,false
795,26,$12856.40,true
796,24,$2700.94,false
797,19,$13679.45,true
798,53,$7043.92,false
799,59,$13803.40,true
800,23,$3042.10,false
801,20,$8668.51,false
802,22,$9068.69,true
803,24,$13921.83,false
804,37,$11856.58,true
805,50,$6104.01,true
806,59,$4412.40,true
807,31,$4422.54,true
808,61,$7347.73,true
809,24,$2397.24,false
810,24,$12672.62,true
811,28,$6187.43,true
812,24,$10042.66,true
813,67,$7578.43,true
814,41,$5093.79,true
815,21,$13073.60,true
816,19,$8964.05,true
817,44,$12025.52,true
818,63,$7390.79,true
819,20,$8659.37,false
820,36,$11948.64,true
821,52,$11546.85,false
822,49,$11256.96,true
823,18,$9380.52,false
824,46,$12263.73,false
825,41,$11301.91,false
826,21,$9738.64,true
827,65,$6778.86,false
828,55,$9587.26,true
829,21,$6420.88,true
830,52,$6032.31,false
831,24,$10804.59,true
832,55,$2881.59,false
833,51,$5603.25,false
834,30,$14667.91,false
835,62,$8877.20,true
836,36,$3809.41,false
837,54,$11549.26,false
838,21,$6959.84,false
839,45,$8089.72,true
840,28,$9969.48,true
841,61,$12892.10,false
842,39,$1667.86,false
843,33,$10881.40,false
844,24,$3521.87,true
845,35,$12907.77,true
846,20,$3045.71,true
847,18,$3541.84,true
848,42,$3659.99,false
849,41,$4240.96,false
850,65,$6732.15,true
851,27,$4747.01,false
852,25,$10026.31,true
853,31,$8898.42,true
854,28,$9838.33,false
855,32,$3911.48,false
856,18,$7673.90,false
857,48,$3344.53,true
858,49,$8234.50,true
859,46,$7691.24,false
860,41,$7975.70,true
861,46,$6978.32,false
862,62,$2048.76,true
863,63,$5165.04,true
864,67,$3611.79,true
865,36,$2445.73,false
866,44,$11301.59,true
867,30,$9037.79,false
868,63,$10764.61,true
869,25,$13037.55,false
870,31,$10717.72,false
871,20,$6690.40,true
872,58,$10304.92,false
873,31,$13235.54,false
874,23,$11149.50,false
875,70,$5611.39,false
876,24,$3089.03,false
877,21,$5289.71,false
878,33,$6107.06,false
879,43,$7564.98,false
880,33,$14598.96,true
881,63,$12013.64,true
882,49,$6748.87,true
883,70,$2436.89,true
884,29,$10734.07,false
885,63,$9017.24,false
886,32,$12682.71,false
887,32,$6254.10,false
888,61,$10758.98,false
889,65,$3603.19,false
890,42,$13232.68,true
891,47,$4033.99,true
892,20,$11925.62,true
893,32,$12635.25,true
894,70,$9998.09,false
895,27,$5629.89,false
896,37,$13363.00,false
897,51,$2798.17,true
898,64,$9045.43,true
899,49,$5171.42,true
900,67,$6149.57,true
901,18,$6404.69,false
902,42,$6583.71,false
903,62,$10038.37,false
904,18,$7238.15,true
905,34,$3968.22,true
906,28,$5898.42,true
907,49,$1825.05,false
908,56,$4119.43,false
909,31,$11727.28,true
910,64,$7448.28,true
911,50,$12850.40,false
912,43,$8499.54,true
913,68,$11324.60,true
914,51,$14222.36,true
915,34,$6684.31,false
916,59,$12254.72,true
917,50,$4325.89,false
918,57,$8505.38,false
919,37,$14093.57,false
920,45,$13299.17,true
921,63,$4874.05,true
922,31,$8289.33,false
923,48,$13866.15,false
924,48,$8679.85,false
925,18,$8972.91,true
926,30,$5200.78,false
927,45,$7858.59,true
928,68,$13551.03,true
929,52,$4015.48,true
930,67,$8585.17,false
931,40,$7211.26,true
932,45,$12010.56,true
933,66,$8615.07,true
934,54,$4628.68,false
935,20,$11482.16,false
936,47,$6016.36,false
937,69,$11985.81,true
938,42,$10821.85,false
939,32,$4953.79,false
940,59,$3889.94,false
941,53,$12725.78,false
942,30,$13066.77,true
943,70,$6012.94,false
944,41,$9962.03,false
945,63,$5491.29,true
946,20,$12402.78,true
947,41,$14317.03,false
948,39,$4048.98,true
949,63,$2768.22,true
950,48,$13042.10,true
951,51,$8727.96,false
952,65,$7233.48,true
953,36,$14833.82,false
954,18,$10449.84,true
955,55,$12119.02,false
956,40,$10246.30,true
957,65,$6080.40,false
958,18,$8008.21,false
959,40,$12391.77,true
960,56,$7266.79,false
961,54,$3560.55,true
962,68,$9584.28,false
963,35,$4042.51,true
964,52,$12422.00,false
965,53,$5359.03,true
966,39,$2738.98,false
967,56,$12563.06,true
968,30,$8573.40,false
969,53,$6461.13,false
970,45,$7293.23,false
971,38,$3937.84,true
972,40,$1957.39,true
973,49,$6312.62,true
974,54,$8469.04,true
975,59,$5660.19,false
976,58,$12757.29,true
977,66,$10744.06,false
978,59,$8873.21,true
979,61,$6605.28,false
980,60,$1575.13,true
981,22,$13917.16,false
982,39,$5247.67,false
983,62,$1505.57,true
984,53,$4587.94,false
985,43,$1658.17,true
986,24,$2234.89,true
987,28,$5660.59,false
988,25,$3692.58,true
989,66,$13594.65,true
990,40,$8734.79,false
991,57,$6531.22,false
992,63,$12383.72,true
993,22,$14425.59,false
994,20,$14252.13,false
995,18,$5590.24,false
996,25,$7653.96,true
997,27,$1653.76,false
998,22,$13411.42,false
999,60,$11660.81,true
1000,67,$6627.80,true
